Word	Cond_Prob	Norm_Prob	Count
willing	0.9210110584518167	0.022927807073477434	633
traditional	0.9209302325581395	0.022840045434033816	215
former	0.9204231830726771	0.022289309769739942	8696
numerous	0.9204152249134948	0.022280663536428224	289
february	0.9200913242009132	0.021928694437398037	876
horrendous	0.92	0.02182943392811019	25
predictable	0.92	0.02182943392811019	25
golden	0.9195402298850575	0.02132955888645928	87
central	0.9192100538599641	0.020970427979385184	557
surprised	0.918918918918919	0.02065365483909832	222
ethical	0.918918918918919	0.02065365483909832	148
clear	0.9188078108941419	0.020532735854670355	1946
greater	0.9180327868852459	0.01968886942899932	305
successful	0.9180327868852459	0.01968886942899932	305
highest	0.917910447761194	0.019555598288667302	268
same	0.9175557710960233	0.01916912790207961	2062
bigger	0.9175257731958762	0.01913643409591835	194
typical	0.9175257731958762	0.01913643409591835	97
remarkable	0.9174311926605505	0.019033346626109	109
comfortable	0.9173553719008265	0.018950698582754433	121
fewer	0.9171974522292994	0.018778537094853914	157
average	0.9169960474308301	0.018558925805951112	253
metric	0.9166666666666666	0.018199665877531412	12
pessimistic	0.9166666666666666	0.018199665877531412	12
unpaid	0.9166666666666666	0.018199665877531412	36
surgical	0.9166666666666666	0.018199665877531412	24
satisfied	0.9166666666666666	0.018199665877531412	48
washington-based	0.9166666666666666	0.018199665877531412	12
unfounded	0.9166666666666666	0.018199665877531412	36
advertised	0.9166666666666666	0.018199665877531412	12
unjust	0.9166666666666666	0.018199665877531412	12
unjustified	0.9166666666666666	0.018199665877531412	12
year-long	0.9166666666666666	0.018199665877531412	12
dissatisfied	0.9166666666666666	0.018199665877531412	12
marginal	0.9166666666666666	0.018199665877531412	12
excessive	0.9166666666666666	0.018199665877531412	72
39-year-old	0.9166666666666666	0.018199665877531412	12
nominal	0.9166666666666666	0.018199665877531412	12
unmoved	0.9166666666666666	0.018199665877531412	12
unconditional	0.9166666666666666	0.018199665877531412	12
legislative	0.9163763066202091	0.017882859285304763	574
other	0.9162251655629139	0.017717912285171753	6040
tremendous	0.9161676646706587	0.01765515184284156	167
large	0.9157894736842105	0.017242269921204204	570
unpopular	0.9155844155844156	0.017018330831700533	154
ready	0.9154334038054969	0.016853382377718162	473
entire	0.9154334038054969	0.016853382377718162	473
ideological	0.9153846153846154	0.016800085523108167	130
serious	0.9150805270863837	0.01646783303277272	683
good	0.915035799522673	0.016418953556567646	2095
initial	0.9148936170212766	0.016263556850665082	329
offensive	0.9146341463414634	0.01597990913921863	164
unfolded	0.9142857142857143	0.015598884177474211	35
congressional	0.9141366223908919	0.015435801620274785	2108
significant	0.9140495867768595	0.015340586358654727	605
least	0.9133802816901408	0.014608076588298732	1420
punitive	0.9130434782608695	0.014239264661434537	23
formal	0.9130434782608695	0.014239264661434537	161
white-collar	0.9130434782608695	0.014239264661434537	23
short	0.9129172714078374	0.01410102855394314	689
dead	0.9129032258064517	0.014085643031206973	310
accountable	0.912568306010929	0.013718702442495524	183
detailed	0.9121338912133892	0.013242553724739613	239
related	0.9118257261410788	0.012904645941792641	964
actual	0.9117647058823529	0.012837722736146197	204
disciplinary	0.9117647058823529	0.012837722736146197	34
common	0.9113924050632911	0.01242930941619511	316
agricultural	0.9113924050632911	0.01242930941619511	79
individual	0.9111675126903553	0.012182522057506279	394
aware	0.9111111111111111	0.012120619801149247	405
most	0.910958904109589	0.011953549380578639	3942
impossible	0.9101796407185628	0.011097751296682574	167
notable	0.9101123595505618	0.011023827807460276	89
lawful	0.9101123595505618	0.011023827807460276	89
modern	0.9096774193548387	0.010545816326082928	155
current	0.9096267190569745	0.010490080402872592	1018
additional	0.9094567404426559	0.010303196602763751	497
free	0.9092920353982301	0.010122077531164834	904
international	0.9092558983666061	0.010082334799111624	1102
next	0.9091332712022367	0.00994746029962877	2146
upended	0.9090909090909091	0.00990086306283643	22
unveiled	0.9090909090909091	0.00990086306283643	99
strong	0.9090909090909091	0.00990086306283643	946
irritated	0.9090909090909091	0.00990086306283643	22
four-term	0.9090909090909091	0.00990086306283643	11
insurmountable	0.9090909090909091	0.00990086306283643	11
self-styled	0.9090909090909091	0.00990086306283643	11
gracious	0.9090909090909091	0.00990086306283643	22
archive	0.9090909090909091	0.00990086306283643	22
sustainable	0.9090909090909091	0.00990086306283643	22
dual	0.9090909090909091	0.00990086306283643	22
automatic	0.9090909090909091	0.00990086306283643	33
renewable	0.9090909090909091	0.00990086306283643	33
adversarial	0.9090909090909091	0.00990086306283643	11
spurious	0.9090909090909091	0.00990086306283643	11
unabashed	0.9090909090909091	0.00990086306283643	11
egyptian-american	0.9090909090909091	0.00990086306283643	11
undue	0.9090909090909091	0.00990086306283643	22
19-year-old	0.9090909090909091	0.00990086306283643	22
wrong	0.9084406294706724	0.009185299526042731	699
political	0.9081678700361011	0.008885004292705358	4432
unable	0.907608695652174	0.00826909767493091	184
op-ed	0.907608695652174	0.00826909767493091	184
low-income	0.9074074074074074	0.00804729441351359	54
senior	0.907313997477932	0.007944347559735805	1586
plausible	0.9069767441860465	0.0075725733032452214	43
constitutional	0.9067357512953368	0.007306827885789764	386
obvious	0.9064748201438849	0.007019016687947584	139
self-described	0.90625	0.006770970053908674	32
several	0.9061313076505697	0.0066399906081386776	1843
fundamental	0.905982905982906	0.006476202181472315	117
much	0.905833015630957	0.006310743482823209	2623
few	0.905703422053232	0.006167667610596584	1315
empty	0.9056603773584906	0.006120140222930364	106
crucial	0.9055555555555556	0.006004392783713182	180
such	0.9051191526919682	0.005522359351590169	2266
little	0.9048611111111111	0.005237227421960067	1440
uncommon	0.9047619047619048	0.005127584310178817	21
ineffective	0.9047619047619048	0.005127584310178817	42
soviet	0.9047619047619048	0.005127584310178817	84
pathological	0.9047619047619048	0.005127584310178817	21
financial	0.9039836567926456	0.0042670453445803475	979
narrative	0.903954802259887	0.004235125527159036	177
important	0.90371782650143	0.003972936725885888	1049
rich	0.9036144578313253	0.0038585486068737356	166
urban	0.9035087719298246	0.003741582702301647	114
hard	0.9033970276008493	0.0036178968641724816	942
third	0.9032786885245901	0.0034868948527188785	610
unspecified	0.9032258064516129	0.003428348557218933	31
preliminary	0.9032258064516129	0.003428348557218933	62
notorious	0.9032258064516129	0.003428348557218933	62
real	0.9031746031746032	0.0033716576079139407	1260
heavy	0.9027777777777778	0.0029321937467431457	144
steady	0.9027777777777778	0.0029321937467431457	72
sophisticated	0.9027777777777778	0.0029321937467431457	72
own	0.9025185185185185	0.002644973015638191	3375
problematic	0.9024390243902439	0.002556888807078045	41
red	0.9021956087824351	0.0022871216145276545	501
regional	0.9021739130434783	0.0022630736147190057	92
neutral	0.9019607843137255	0.002026806631930454	51
anti-semitic	0.9019607843137255	0.002026806631930454	51
different	0.9019189765458422	0.001980453467159931	938
vocal	0.901840490797546	0.0018934288391351756	163
indian	0.9016393442622951	0.0016703639263210663	61
new	0.9012789345735123	0.0012705569047665535	9461
alive	0.9012345679012346	0.00122132934311363	81
professional	0.9003831417624522	0.00027614968862679675	261
extensive	0.9	-0.00014947279066494326	130
happy	0.9	-0.00014947279066494326	300
45-year-old	0.9	-0.00014947279066494326	10
epidemic	0.9	-0.00014947279066494326	100
secondary	0.9	-0.00014947279066494326	10
philosophical	0.9	-0.00014947279066494326	20
airborne	0.9	-0.00014947279066494326	10
horrible	0.9	-0.00014947279066494326	90
asian	0.9	-0.00014947279066494326	60
visible	0.9	-0.00014947279066494326	60
irreparable	0.9	-0.00014947279066494326	10
six-month	0.9	-0.00014947279066494326	20
low-key	0.9	-0.00014947279066494326	20
unworkable	0.9	-0.00014947279066494326	10
delighted	0.9	-0.00014947279066494326	20
undeterred	0.9	-0.00014947279066494326	10
unparalleled	0.9	-0.00014947279066494326	10
flat	0.9	-0.00014947279066494326	50
admirable	0.9	-0.00014947279066494326	10
achievable	0.9	-0.00014947279066494326	10
journalistic	0.9	-0.00014947279066494326	20
anti-semite	0.9	-0.00014947279066494326	10
elective	0.9	-0.00014947279066494326	10
apocalyptic	0.9	-0.00014947279066494326	10
mexican-american	0.9	-0.00014947279066494326	10
overzealous	0.9	-0.00014947279066494326	10
jealous	0.9	-0.00014947279066494326	10
unaccountable	0.9	-0.00014947279066494326	10
tyrannical	0.9	-0.00014947279066494326	10
humorous	0.9	-0.00014947279066494326	10
election-night	0.9	-0.00014947279066494326	10
influential	0.8994708994708994	-0.0007375351422193923	189
sensitive	0.8990825688073395	-0.0011693606914104566	218
libertarian	0.8983050847457628	-0.0020344874864362626	118
ridiculous	0.8981481481481481	-0.0022092057536755422	108
second	0.8980978260869565	-0.0022652360100286935	1472
full	0.8978444236176195	-0.0025474304637314827	1067
positive	0.8977777777777778	-0.0026216619360540263	225
sudden	0.8977272727272727	-0.002677919144023742	88
able	0.8975845410628019	-0.002836924018469611	1035
wary	0.8974358974358975	-0.003002541773071456	39
lucky	0.8974358974358975	-0.003002541773071456	39
easy	0.8966789667896679	-0.003846334671991186	271
exaggerated	0.896551724137931	-0.00398824909783072	29
realistic	0.896551724137931	-0.00398824909783072	29
brazilian	0.896551724137931	-0.00398824909783072	29
electric	0.896551724137931	-0.00398824909783072	29
original	0.8962962962962963	-0.004273189974527061	270
vulnerable	0.8962264150943396	-0.00435115964436504	212
longest	0.8961038961038961	-0.004487874389263207	77
effective	0.8955696202531646	-0.005084273076513174	316
humanitarian	0.8955223880597015	-0.005137014301704054	67
so-called	0.8954802259887006	-0.00518409638933249	354
anonymous	0.8952380952380953	-0.005454525020358112	105
easiest	0.8947368421052632	-0.006014592243063046	19
severe	0.8947368421052632	-0.006014592243063046	76
unconscious	0.8947368421052632	-0.006014592243063046	19
investigative	0.8947368421052632	-0.006014592243063046	190
loudest	0.8947368421052632	-0.006014592243063046	19
unwilling	0.8947368421052632	-0.006014592243063046	57
tenuous	0.8947368421052632	-0.006014592243063046	19
unconscionable	0.8947368421052632	-0.006014592243063046	19
various	0.8945868945868946	-0.006182194690451188	351
affordable	0.8943820224719101	-0.006411234014641256	445
independent	0.8941605839416058	-0.006658852976181944	548
angry	0.8940677966101694	-0.006762628682382341	236
largest	0.89375	-0.00711814210675834	320
continued	0.8936521022258862	-0.007227684077297316	1213
considerable	0.8933333333333333	-0.007584451278183061	75
murderous	0.8928571428571429	-0.008117642439841866	28
green	0.8928571428571429	-0.008117642439841866	308
many	0.8923451447119286	-0.008691244840889172	3697
basic	0.8918918918918919	-0.009199308310582906	185
reasonable	0.8918918918918919	-0.009199308310582906	111
curious	0.8918918918918919	-0.009199308310582906	37
historical	0.891566265060241	-0.00956447172526693	83
nervous	0.8913043478260869	-0.009858286917625976	46
famous	0.8913043478260869	-0.009858286917625976	138
responsible	0.8905109489051095	-0.010748838227707003	411
competitive	0.8903225806451613	-0.010960388894880595	155
eligible	0.8899082568807339	-0.011425860858599559	109
internal	0.8895348837209303	-0.011845512553856288	344
extra	0.8888888888888888	-0.012571992789222273	117
suitable	0.8888888888888888	-0.012571992789222273	18
intact	0.8888888888888888	-0.012571992789222273	36
ethic	0.8888888888888888	-0.012571992789222273	18
overall	0.8884297520661157	-0.013088655161862223	242
active	0.8879668049792531	-0.01360987560164231	241
physical	0.8878504672897196	-0.01374089999420408	214
expensive	0.8874172185430463	-0.014228993996851732	151
uphold	0.8870967741935484	-0.01459015694545931	62
probable	0.8867924528301887	-0.014933268974901978	53
acceptable	0.8867924528301887	-0.014933268974901978	53
domestic	0.8864864864864865	-0.015278354386965018	370
commercial	0.8862275449101796	-0.015570495785478722	167
unaccompanied	0.8857142857142857	-0.016149814137106176	35
due	0.8851224105461394	-0.0168182836706732	531
electronic	0.8850574712643678	-0.016891653933738558	87
social	0.8850467289719626	-0.01690379140271236	1070
single	0.8850325379609545	-0.016919825725325525	461
concerned	0.8848920863309353	-0.01707853489111291	556
best	0.8846801346801347	-0.01731808617847774	1188
vicious	0.8846153846153846	-0.017391279225171058	52
identical	0.8846153846153846	-0.017391279225171058	26
sympathetic	0.8846153846153846	-0.017391279225171058	52
particular	0.8838268792710706	-0.018283030584736615	439
safe	0.8835820895522388	-0.018560034633844768	335
nationwide	0.8833333333333333	-0.018841605802817647	120
roundtable	0.8833333333333333	-0.018841605802817647	60
powerful	0.883177570093458	-0.01901795709504778	428
transnational	0.8823529411764706	-0.0199521000868448	17
isolated	0.8823529411764706	-0.0199521000868448	51
atlantic	0.8823529411764706	-0.0199521000868448	204
unprepared	0.8823529411764706	-0.0199521000868448	17
frivolous	0.8823529411764706	-0.0199521000868448	17
college-educated	0.8823529411764706	-0.0199521000868448	17
naive	0.8823529411764706	-0.0199521000868448	17
pharmaceutical	0.8823529411764706	-0.0199521000868448	51
late-term	0.8823529411764706	-0.0199521000868448	17
totalitarian	0.8823529411764706	-0.0199521000868448	17
dynamic	0.8813559322033898	-0.021082682457130783	59
substantive	0.8809523809523809	-0.021540662771982598	42
huge	0.8803418803418803	-0.02223390370095905	351
negative	0.8801369863013698	-0.0224666745059007	292
non-profit	0.88	-0.022622328642723653	25
ninth	0.88	-0.022622328642723653	50
rigorous	0.88	-0.022622328642723653	25
pragmatic	0.8787878787878788	-0.024000688612844913	33
ultimate	0.8782608695652174	-0.024600568654829263	115
widespread	0.8780487804878049	-0.024842085381036532	164
revolutionary	0.8780487804878049	-0.024842085381036532	41
mutual	0.8775510204081632	-0.025409139549902905	49
liberal	0.8767361111111112	-0.026338188553370025	576
personal	0.875195822454308	-0.028096577705556822	1915
unthinkable	0.875	-0.028320349757361384	24
authentic	0.875	-0.028320349757361384	16
hour-long	0.875	-0.028320349757361384	16
invaluable	0.875	-0.028320349757361384	16
comic	0.875	-0.028320349757361384	16
western	0.8744769874476988	-0.028918257099538394	239
incredible	0.8739495798319328	-0.029521551102995446	119
poor	0.8737541528239202	-0.029745189703949914	301
uncertain	0.8734177215189873	-0.03013030500260079	79
academic	0.873015873015873	-0.03059049829190042	63
anxious	0.8727272727272727	-0.03092113145741876	55
reprehensible	0.8717948717948718	-0.03199007864632374	39
whole	0.8702830188679245	-0.03372576832426939	424
unacceptable	0.8699186991869918	-0.03414447804335009	123
difficult	0.869639794168096	-0.03446513989214794	583
humble	0.8695652173913043	-0.03455089950799749	23
one-year	0.868421052631579	-0.03586755539274421	38
worried	0.8682634730538922	-0.036049027129019445	334
invalid	0.8666666666666667	-0.037889800773512054	30
impressed	0.8666666666666667	-0.037889800773512054	60
unqualified	0.8666666666666667	-0.037889800773512054	45
insidious	0.8666666666666667	-0.037889800773512054	15
now-defunct	0.8666666666666667	-0.037889800773512054	15
able-bodied	0.8666666666666667	-0.037889800773512054	15
available	0.8660436137071651	-0.0386089665722175	321
risky	0.8653846153846154	-0.0393701859439463	52
emotional	0.8650793650793651	-0.03972298185517298	126
affirmative	0.8648648648648649	-0.039970966977336556	37
unlimited	0.8648648648648649	-0.039970966977336556	37
local	0.8646907216494846	-0.04017234034437562	776
exclusive	0.8645833333333334	-0.04029654080407694	192
unreasonable	0.8636363636363636	-0.04139243132471409	22
indivisible	0.8636363636363636	-0.04139243132471409	22
german	0.8625	-0.04270908720946088	80
enthusiastic	0.8611111111111112	-0.044320691103802455	72
unanswered	0.8604651162790697	-0.045071160182176676	43
funeral	0.86	-0.045611846867422395	50
intensified	0.86	-0.045611846867422395	50
egregious	0.86	-0.045611846867422395	50
weekly	0.8592592592592593	-0.04647354446490353	135
cultural	0.8584070796460177	-0.04746579734179641	113
innovative	0.8571428571428571	-0.04893963696009702	21
experienced	0.8571428571428571	-0.04893963696009702	105
attractive	0.8571428571428571	-0.04893963696009702	28
productive	0.8571428571428571	-0.04893963696009702	56
residential	0.8571428571428571	-0.04893963696009702	14
profitable	0.8571428571428571	-0.04893963696009702	14
continuous	0.8571428571428571	-0.04893963696009702	21
contemporary	0.8571428571428571	-0.04893963696009702	21
best-known	0.8571428571428571	-0.04893963696009702	14
three-month	0.8571428571428571	-0.04893963696009702	14
musical	0.8571428571428571	-0.04893963696009702	21
unnoticed	0.8571428571428571	-0.04893963696009702	14
undated	0.8571428571428571	-0.04893963696009702	14
daily	0.8561525129982669	-0.050095706453015816	577
hot	0.8551724137931035	-0.05124113394837621	145
high	0.8541882109617374	-0.05239267906515498	967
untrue	0.8541666666666666	-0.05241790133642185	48
african-american	0.8536585365853658	-0.053012962347732874	123
affected	0.8535031847133758	-0.053194962530235416	157
corporate	0.8524590163934426	-0.05441910272472266	305
optimistic	0.852112676056338	-0.05482546913735837	142
technical	0.8513513513513513	-0.055719323945475824	74
valuable	0.8513513513513513	-0.055719323945475824	74
quiet	0.8508771929824561	-0.056276427023951324	114
reliable	0.8505747126436781	-0.056631982583252735	87
fourth	0.8502024291497976	-0.05706976304334722	247
malicious	0.85	-0.05730788663061368	20
unclassified	0.85	-0.05730788663061368	20
partial	0.85	-0.05730788663061368	40
credible	0.8482758620689655	-0.059338344180995546	145
administrative	0.8472222222222222	-0.06058121197558282	72
substantial	0.8466257668711656	-0.06128547278239637	163
younger	0.8461538461538461	-0.06184304179600489	169
uncovered	0.8461538461538461	-0.06184304179600489	91
self-proclaimed	0.8461538461538461	-0.06184304179600489	13
longer-term	0.8461538461538461	-0.06184304179600489	13
one-term	0.8461538461538461	-0.06184304179600489	13
nuanced	0.8461538461538461	-0.06184304179600489	13
disingenuous	0.8461538461538461	-0.06184304179600489	13
innocuous	0.8461538461538461	-0.06184304179600489	13
biblical	0.8461538461538461	-0.06184304179600489	13
hispanic	0.8449612403100775	-0.06325347926536716	129
democratic	0.844212962962963	-0.06413944756231439	4320
youngest	0.84375	-0.06468799392823618	32
definitive	0.84375	-0.06468799392823618	32
oldest	0.8426966292134831	-0.06593721332866821	89
logical	0.8421052631578947	-0.06663921405949803	19
impressive	0.8409090909090909	-0.06806067840687541	44
cautious	0.84	-0.06914234427761652	50
precious	0.84	-0.06914234427761652	25
medical	0.8395904436860068	-0.06963003021754328	586
demographic	0.8387096774193549	-0.07067962359650287	31
unbelievable	0.8378378378378378	-0.07171966529191694	37
northern	0.837037037037037	-0.07267591685892763	135
small	0.8359375	-0.07399038659054968	640
manual	0.8333333333333334	-0.07711051392679331	18
treacherous	0.8333333333333334	-0.07711051392679331	12
energetic	0.8333333333333334	-0.07711051392679331	18
unstable	0.8333333333333334	-0.07711051392679331	18
unequivocal	0.8333333333333334	-0.07711051392679331	18
uneasy	0.8333333333333334	-0.07711051392679331	30
feasible	0.8333333333333334	-0.07711051392679331	12
facial	0.8333333333333334	-0.07711051392679331	12
rational	0.8333333333333334	-0.07711051392679331	48
monetary	0.8333333333333334	-0.07711051392679331	36
inexperienced	0.8333333333333334	-0.07711051392679331	12
punishable	0.8333333333333334	-0.07711051392679331	12
visceral	0.8333333333333334	-0.07711051392679331	12
high-powered	0.8333333333333334	-0.07711051392679331	18
synonymous	0.8333333333333334	-0.07711051392679331	12
expletive	0.8333333333333334	-0.07711051392679331	12
co-authored	0.8333333333333334	-0.07711051392679331	18
unambiguous	0.8333333333333334	-0.07711051392679331	12
hilarious	0.8333333333333334	-0.07711051392679331	12
idiotic	0.8333333333333334	-0.07711051392679331	12
old	0.8324697754749568	-0.0781473206552336	579
formidable	0.8292682926829268	-0.08200049922098519	41
unsafe	0.8285714285714286	-0.08284118863577834	35
rural	0.8284023668639053	-0.08304524944660782	169
occasional	0.8260869565217391	-0.08584419389554793	46
parliamentary	0.8235294117647058	-0.08894497157379616	34
unwelcome	0.8235294117647058	-0.08894497157379616	17
much-needed	0.8235294117647058	-0.08894497157379616	17
biological	0.8214285714285714	-0.09149925137889298	28
spanish	0.819672131147541	-0.09363981587800382	61
black	0.8189655172413793	-0.09450225663866244	696
foolish	0.8181818181818182	-0.09545965259498984	44
smithsonian	0.8181818181818182	-0.09545965259498984	11
athletic	0.8181818181818182	-0.09545965259498984	11
immoral	0.8181818181818182	-0.09545965259498984	22
wealthiest	0.8181818181818182	-0.09545965259498984	44
parliamentarian	0.8181818181818182	-0.09545965259498984	11
ubiquitous	0.8181818181818182	-0.09545965259498984	11
charismatic	0.8181818181818182	-0.09545965259498984	11
unhelpful	0.8181818181818182	-0.09545965259498984	11
liable	0.8181818181818182	-0.09545965259498984	22
infectious	0.8181818181818182	-0.09545965259498984	11
30-year	0.8181818181818182	-0.09545965259498984	11
favorable	0.8166666666666667	-0.09731322124431281	120
sic	0.8163265306122449	-0.09772980112952902	49
nasty	0.8163265306122449	-0.09772980112952902	49
co-founded	0.8148148148148148	-0.09958336977885199	27
17-year-old	0.8148148148148148	-0.09958336977885199	27
unidentified	0.8125	-0.10242832191108316	32
tactic	0.8115942028985508	-0.10354377099494885	69
older	0.8111111111111111	-0.10413918631471265	90
undecided	0.8095238095238095	-0.10609805080004558	42
appalled	0.8095238095238095	-0.10609805080004558	42
obama-created	0.8095238095238095	-0.10609805080004558	21
young	0.809255079006772	-0.10643006713829933	886
well-known	0.8082191780821918	-0.10771095437551034	73
unsustainable	0.8076923076923077	-0.10836305743089773	26
overdue	0.8076923076923077	-0.10836305743089773	26
15-year-old	0.8076923076923077	-0.10836305743089773	26
busy	0.8073394495412844	-0.10880002488377583	109
courageous	0.8048780487804879	-0.11185346237066625	41
voluntary	0.8035714285714286	-0.11347815809766816	56
disappointed	0.8032786885245902	-0.11384252319552333	183
viral	0.8026315789473685	-0.11464843324585847	76
palatable	0.8	-0.11793250844704842	10
apolitical	0.8	-0.11793250844704842	10
seminal	0.8	-0.11793250844704842	10
understandable	0.8	-0.11793250844704842	25
unfamiliar	0.8	-0.11793250844704842	10
specialized	0.8	-0.11793250844704842	25
election-related	0.8	-0.11793250844704842	15
illogical	0.8	-0.11793250844704842	10
unwarranted	0.8	-0.11793250844704842	10
stumble	0.8	-0.11793250844704842	15
36-year-old	0.8	-0.11793250844704842	10
vatican	0.8	-0.11793250844704842	20
unprovoked	0.8	-0.11793250844704842	10
ineligible	0.8	-0.11793250844704842	10
zealous	0.8	-0.11793250844704842	10
evasive	0.8	-0.11793250844704842	10
culpable	0.8	-0.11793250844704842	10
live	0.797979797979798	-0.12046095480040711	495
sexual	0.7970791698693312	-0.12159022741581665	1301
unwanted	0.7966101694915254	-0.12217879932849952	59
antitrust	0.7954545454545454	-0.12363052956168628	44
uninsured	0.7931034482758621	-0.12659057119016295	29
hand-picked	0.7894736842105263	-0.1311777351970691	19
statistical	0.7894736842105263	-0.1311777351970691	19
private	0.7884256378344742	-0.13250614254921225	1607
systemic	0.7857142857142857	-0.13595101394972683	14
unborn	0.7857142857142857	-0.13595101394972683	14
faith-based	0.7857142857142857	-0.13595101394972683	14
uncomfortable	0.7843137254901961	-0.13773513574322818	102
large-scale	0.782608695652174	-0.1399114151658237	23
consensual	0.7777777777777778	-0.14610338541374476	36
overwhelmed	0.7777777777777778	-0.14610338541374476	27
superior	0.7777777777777778	-0.14610338541374476	45
clinical	0.7777777777777778	-0.14610338541374476	18
27-year-old	0.7777777777777778	-0.14610338541374476	18
underwear	0.7714285714285715	-0.15430015261792324	35
loose	0.7692307692307693	-0.1571532216003297	65
erroneous	0.7692307692307693	-0.1571532216003297	13
virtual	0.7692307692307693	-0.1571532216003297	39
equal	0.7681159420289855	-0.15860354817797626	138
healthy	0.7678571428571429	-0.1589405321744254	112
unofficial	0.7647058823529411	-0.16305294372751808	17
hypocritical	0.7647058823529411	-0.16305294372751808	34
lucrative	0.7619047619047619	-0.1667226726164805	42
valid	0.7619047619047619	-0.1667226726164805	63
disabled	0.7619047619047619	-0.1667226726164805	42
gross	0.7580645161290323	-0.17177574046787175	62
vice-presidential	0.7575757575757576	-0.17242069373111815	33
state-owned	0.75	-0.18247102958461958	16
behavioral	0.75	-0.18247102958461958	20
state-sponsored	0.75	-0.18247102958461958	12
tangible	0.75	-0.18247102958461958	12
anti-war	0.75	-0.18247102958461958	12
washingtonian	0.75	-0.18247102958461958	16
practical	0.7450980392156863	-0.18902843013077875	51
graphic	0.7441860465116279	-0.19025317002667463	43
english	0.7410714285714286	-0.19444722063133532	112
unfavorable	0.7407407407407407	-0.19489354958317678	54
creative	0.7407407407407407	-0.19489354958317678	27
gubernatorial	0.7372262773722628	-0.1996493661197042	137
abusive	0.7291666666666666	-0.210641906551316	48
small-dollar	0.7272727272727273	-0.21324268825137327	11
62-year-old	0.7272727272727273	-0.21324268825137327	11
lest	0.7272727272727273	-0.21324268825137327	11
80-year-old	0.7272727272727273	-0.21324268825137327	11
exceptional	0.7241379310344828	-0.2175623493958897	29
married	0.7239819004524887	-0.21777784341676457	221
indicative	0.7222222222222222	-0.22021135756746674	18
years-long	0.7142857142857143	-0.23126119375405163	21
traumatic	0.7142857142857143	-0.23126119375405163	14
retail	0.7142857142857143	-0.23126119375405163	21
visual	0.7142857142857143	-0.23126119375405163	14
forgive	0.7083333333333334	-0.23962944342456827	24
unprofessional	0.7058823529411765	-0.24309565140105438	17
scottish	0.7058823529411765	-0.24309565140105438	17
bisexual	0.7058823529411765	-0.24309565140105438	17
assertive	0.7	-0.2514639010715712	10
visionary	0.7	-0.2514639010715712	10
1-year-old	0.7	-0.2514639010715712	10
structural	0.6923076923076923	-0.26251373725815613	13
naked	0.6923076923076923	-0.26251373725815613	26
20-year-old	0.6875	-0.2694824065742494	16
consolidated	0.6875	-0.2694824065742494	16
native	0.6848484848484848	-0.2733466123210789	165
18-year-old	0.6818181818181818	-0.27778120938894457	22
depressed	0.68	-0.28045143794482336	25
distressed	0.6666666666666666	-0.3002540652410032	12
five-year-old	0.6666666666666666	-0.3002540652410032	15
16-year-old	0.6666666666666666	-0.3002540652410032	15
educational	0.6538461538461539	-0.3196721510981046	52
foreign-born	0.6470588235294118	-0.3301070283906842	34
elementary	0.6444444444444445	-0.3341556169166844	45
30-year-old	0.6428571428571429	-0.33662170941187786	14
thoughtful	0.6304347826086957	-0.3561345236354596	46
oral	0.625	-0.36479258637857426	56
32-year-old	0.625	-0.36479258637857426	16
10-year-old	0.6	-0.4056145808988294	10
mayoral	0.5789473684210527	-0.4413326635009086	19
obese	0.5714285714285714	-0.4544047450682615	14
genetic	0.5625	-0.47015310203640054	16
then-secretary	0.5454545454545454	-0.5009247607031543	11
ambiguous	0.5217391304347826	-0.5453765232739881	23
lesbian	0.5135135135135135	-0.5612678906106228	37
much-anticipated	0.4666666666666667	-0.6569290091797354	15
thew-pool/getty	0.45454545454545453	-0.6832463174971088	11
permissible	0.42857142857142855	-0.7420868175200424	21
northwestern	0.4	-0.8110796890069937	20
occupational	0.4	-0.8110796890069937	15
gorgeous	0.4	-0.8110796890069937	10
nutritious	0.4	-0.8110796890069937	10
transitional	0.3333333333333333	-0.9934012458009485	12
12-year-old	0.3333333333333333	-0.9934012458009485	24
ugenti-rita	0.32	-1.0342232403212035	25
georgian	0.2	-1.504226869566939	10
work-related	0.2	-1.504226869566939	30
nicky	0.058823529411764705	-2.7280023011890546	17
